NO,ID POOLING ORDER,BUSSINES SEGMENT,ORGANIZATION,BOOKING DATE,NO JOB ORDER,NO FO,CUSTOMER NAME,SAT (SERVICE AGREEMENT TYPE),CONSIGNE,SALES PRODUCT,ESTIMATE REQ DLV DATE,PRODUCT,ATTACHMENT,CONTAINER TYPE,QUANTITY,FREIGHT TYPE,TRANSPORT TYPE,PICK UP LOCATION,ADDRESS LOADING POINT,ORIGIN,DROP OF LOCATION,ADDRESS UNLOADING POINT,DESTINATION,COMMERCIAL ROUTE,SQ NUMBER,DATE CONFIRM,CONFIRMED QTY,TOTAL MISSED,REASON MISSED,STATUS POOLING,PIC NAME,UPLOAD DOCUMENT,,
180,SM-D000189,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 21:20,F1O0000742 - 274617024,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 8:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 21:20,2,,,CONFIRM,M. SANDI PRAWIRA,,,
181,SM-D000190,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 17:27,F1O0000594 - JKTG56250600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,17/08/2026 8:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 17:27,1,,,CONFIRM,M. SANDI PRAWIRA,,,
182,SM-D000191,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 17:27,F1O0000756 - 274662974,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 8:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 17:27,5,,,CONFIRM,M. SANDI PRAWIRA,,,
183,SM-D000192,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 17:27,F1O0000733 - 274614569,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 8:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 17:27,5,,,CONFIRM,M. SANDI PRAWIRA,,,
184,SM-D000193,ILS,Tanah Merdeka Petra - Sinarmas,15/08/2026 13:00,F1O0000740 - 274616648,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 16:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,15/08/2026 13:00,13,,,CONFIRM,M. SANDI PRAWIRA,,,
185,SM-D000194,ILS,Tanah Merdeka Petra - Sinarmas,15/08/2026 13:00,F1O0000742 - 274617024,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 16:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,15/08/2026 13:00,10,,,CONFIRM,M. SANDI PRAWIRA,,,
186,SM-D000195,ILS,Tanah Merdeka Petra - Sinarmas,16/08/2026 10:00,F1O0000506,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,16/08/2026 10:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,16/08/2026 10:00,7,,,CONFIRM,M. SANDI PRAWIRA,,,
187,SM-D000196,ILS,Tanah Merdeka Petra - Sinarmas,16/08/2026 20:00,F1O0000704 - 2334239700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,16/08/2026 21:00,CNTD40FT,,40FT,40,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,16/08/2026 20:00,40,,,CONFIRM,M. SANDI PRAWIRA,,,
188,SM-D000197,ILS,Tanah Merdeka Petra - Sinarmas,16/08/2026 21:10,F1O0000856 - GOSUJKT8130803,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 21:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 14:10,8,,,CONFIRM,M. SANDI PRAWIRA,,,
189,SM-D000198,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 11:10,F1O0000440 - JKTG57622300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 13:10,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,18/08/2026 11:10,8,,,CONFIRM,M. SANDI PRAWIRA,,,
190,SM-D000199,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 11:10,F1O0000517 - 862IJP0031843,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 13:10,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,18/08/2026 11:10,8,,,CONFIRM,M. SANDI PRAWIRA,,,
191,SM-D000200,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 11:50,F1O0000896 - EBKG18193637,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 13:10,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,18/08/2026 11:50,2,,,CONFIRM,M. SANDI PRAWIRA,,,
192,SM-D000201,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 14:07,DN F1O0000499 - 2328519410,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL),PTR.SQ.1001288,18/08/2026 14:07,7,,,CONFIRM,M. SANDI PRAWIRA,,,
193,SM-D000202,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 15:05,F1O0000866 - EBKG17722987,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK-PLB KARAWANG (EMPTY),PTR.SQ.1001288,18/08/2026 15:05,3,,,CONFIRM,M. SANDI PRAWIRA,,,
194,SM-D000203,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 16:48,F1O0000753,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,18/08/2026 16:48,2,,,CONFIRM,M. SANDI PRAWIRA,,,
195,SM-D000204,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000579,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
196,SM-D000205,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000609 - JKTG54657800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
197,SM-D000206,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000909 - EBKG18126334,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
198,SM-D000207,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000910 - EBKG18126397,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
199,SM-D000208,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000913 - EBKG18126443,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
200,SM-D000209,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000914 - DJA1526400 ,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
201,SM-D000210,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:02,F1O0000919 - EBKG18126491,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,18/08/2026 17:02,1,,,CONFIRM,M. SANDI PRAWIRA,,,
202,SM-D000211,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:50,F1O0000643 - 862IJP0032631,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK-PLB KARAWANG (FULL),PTR.SQ.1001288,18/08/2026 17:50,4,,,CONFIRM,M. SANDI PRAWIRA,,,
203,SM-D000212,ILS,Tanah Merdeka Petra - Sinarmas,18/08/2026 17:50,F1O0000883 - JKTG70946700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,18/08/2026 20:10,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK-PLB KARAWANG (FULL),PTR.SQ.1001288,18/08/2026 17:50,1,,,CONFIRM,M. SANDI PRAWIRA,,,
204,SM-D000213,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 9:30,F1O0000703 - JKTG54660900,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 9:30,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 9:30,1,,,CONFIRM,M. SANDI PRAWIRA,,,
205,SM-D000214,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 13:23,F1O0000845 - JKTG70944500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 13:23,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 13:23,4,,,CONFIRM,M. SANDI PRAWIRA,,,
206,SM-D000215,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 13:29,F1O0000850 - 96413033,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 13:23,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 13:23,7,,,CONFIRM,M. SANDI PRAWIRA,,,
207,SM-D000216,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 14:28,F1O0000993 - 2336355341,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 14:28,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 14:28,2,,,CONFIRM,M. SANDI PRAWIRA,,,
208,SM-D000217,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 14:28,F1O0000995 - 2336355343,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 14:28,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 14:28,2,,,CONFIRM,M. SANDI PRAWIRA,,,
209,SM-D000218,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 16:39,F1O0000924 - 862IJP0036362,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 21:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 16:39,18,,,CONFIRM,M. SANDI PRAWIRA,,,
210,SM-D000219,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 18:20,F1O0000931 - JKTG67494400,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 21:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 18:20,2,,,CONFIRM,M. SANDI PRAWIRA,,,
211,SM-D000220,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 18:20,F1O0001050 - 2336804150,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 21:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 18:20,2,,,CONFIRM,M. SANDI PRAWIRA,,,
212,SM-D000221,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 21:33,F1O0000923 - 862IJP0036363,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 5:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,BSA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,19/08/2026 21:33,9,,,CONFIRM,M. SANDI PRAWIRA,,,
213,SM-D000222,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 21:33,F1O0000923 - 862IJP0036363,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 5:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,BSA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,19/08/2026 21:33,6,,,CONFIRM,M. SANDI PRAWIRA,,,
214,SM-D000223,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 9:48,F1O0000859 - 272575092,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 12:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,20/08/2026 9:48,2,,,CONFIRM,M. SANDI PRAWIRA,,,
215,SM-D000224,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 9:48,F1O0001028 - 2336355340,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 12:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,20/08/2026 9:48,2,,,CONFIRM,M. SANDI PRAWIRA,,,
216,SM-D000225,ILS,Tanah Merdeka Petra - Sinarmas,19/08/2026 15:27,F1O0000972 - 2336274040,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 12:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,19/08/2026 15:27,6,,,CONFIRM,M. SANDI PRAWIRA,,,
217,SM-D000226,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 13:54,F1O0000908 - JKTG69814900,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 18:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,BSA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,20/08/2026 13:54,3,,,CONFIRM,M. SANDI PRAWIRA,,,
218,SM-D000227,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 14:40,F1O0000805 - GOSUJKT8132125,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 18:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK-PLB KARAWANG (FULL),PTR.SQ.1001288,20/08/2026 14:40,4,,,CONFIRM,M. SANDI PRAWIRA,,,
219,SM-D000228,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 17:07,F1O0000926 - EBKG18126566,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,20/08/2026 18:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,BSA,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,20/08/2026 17:07,7,,,CONFIRM,M. SANDI PRAWIRA,,,
220,SM-D000229,ILS,Tanah Merdeka Petra - Sinarmas,20/08/2026 17:07,F1O0000732 - 862IJP0031186,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,21/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,20/08/2026 17:07,2,,,CONFIRM,M. SANDI PRAWIRA,,,
221,SM-D000230,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 9:40,F1O0001071 - JKTG70105800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 9:40,3,,,CONFIRM,M. SANDI PRAWIRA,,,
222,SM-D000231,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 9:40,F1O0001077 - 2336973700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 9:40,2,,,CONFIRM,M. SANDI PRAWIRA,,,
223,SM-D000232,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 9:40,F1O0001076 - 2336954910,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 9:40,2,,,CONFIRM,M. SANDI PRAWIRA,,,
224,SM-D000233,ILS,Tanah Merdeka Petra - Sinarmas,21/08/2026 10:00,F1O0001070 - 2336932960,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,22/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,21/08/2026 10:00,2,,,CONFIRM,M. SANDI PRAWIRA,,,
